record num,title,author_list,date
384,Global genetic variations predict brain response to faces.,"Erin W Dickie,Amir Tahmasebi,Leon French,Natasa Kovacevic,Tobias Banaschewski,Gareth J Barker,Arun Bokde,Christian Büchel,Patricia Conrod,Herta Flor,Hugh Garavan,Juergen Gallinat,Penny Gowland,Andreas Heinz,Bernd Ittermann,Claire Lawrence,Karl Mann,Jean-Luc Martinot,Frauke Nees,Thomas Nichols,Mark Lathrop,Eva Loth,Zdenka Pausova,Marcela Rietschel,Michal N Smolka,Andreas Ströhle,Roberto Toro,Gunter Schumann,Tomáš Paus,IMAGEN consortium,IMAGEN consortium,IMAGEN consortium",2014
385,"Training recollection in healthy older adults: clear improvements on the training task, but little evidence of transfer.","Vessela Stamenova,Janine M Jennings,Shaun P Cook,Lisa A S Walker,Andra M Smith,Patrick S R Davidson",2014
386,The human hippocampus is sensitive to the durations of events and intervals within a sequence.,"Alexander J Barnett,Edward B O'Neil,Hilary C Watson,Andy C H Lee",2014
387,Age-related changes in the subcortical-cortical encoding and categorical perception of speech.,"Gavin M Bidelman,Joshua W Villafuerte,Sylvain Moreno,Claude Alain",2014
388,Brain signal variability is parametrically modifiable.,"Douglas D Garrett,Anthony R McIntosh,Cheryl L Grady",2013
389,Pydpiper: a flexible toolkit for constructing novel registration pipelines.,"Miriam Friedel,Matthijs C van Eede,Jon Pipitone,M Mallar Chakravarty,Jason P Lerch",2014
390,Effects of distraction on memory and cognition: a commentary.,Fergus I M Craik,2014
391,Music lessons improve auditory perceptual and cognitive performance in deaf children.,"Françoise Rochette,Aline Moussard,Emmanuel Bigand",2014
392,Superior time perception for lower musical pitch explains why bass-ranged instruments lay down musical rhythms.,"Michael J Hove,Céline Marie,Ian C Bruce,Laurel J Trainor",2014
393,Spatiotemporal dependency of age-related changes in brain signal variability.,"A R McIntosh,V Vakorin,N Kovacevic,H Wang,A Diaconescu,A B Protzner",2013
394,The functional connectivity landscape of the human brain.,"Bratislav Mišić,Zainab Fatima,Mary K Askren,Martin Buschkuehl,Nathan Churchill,Bernadine Cimprich,Patricia J Deldin,Susanne Jaeggi,Misook Jung,Michele Korostil,Ethan Kross,Katherine M Krpan,Scott Peltier,Patricia A Reuter-Lorenz,Stephen C Strother,John Jonides,Anthony R McIntosh,Marc G Berman",2014
395,Human cortical responses to slow and fast binaural beats reveal multiple mechanisms of binaural hearing.,"Bernhard Ross,Takahiro Miyazaki,Jessica Thompson,Shahab Jamali,Takako Fujioka",2014
396,Remembering Mr B.,"Carl F Craver,Benjamin Graham,R Shayna Rosenbaum",2013
397,The effects of focal and nonfocal cues on the neural correlates of prospective memory: insights from ERPs.,"Giorgia Cona,Patrizia S Bisiacchi,Morris Moscovitch",2013
398,Combined effects of type 2 diabetes and hypertension associated with cortical thinning and impaired cerebrovascular reactivity relative to hypertension alone in older adults.,"Ekaterina Tchistiakova,Nicole D Anderson,Carol E Greenwood,Bradley J MacIntosh",2014
399,Identification of optimal structural connectivity using functional connectivity and neural modeling.,"Gustavo Deco,Anthony R McIntosh,Kelly Shen,R Matthew Hutchison,Ravi S Menon,Stefan Everling,Patric Hagmann,Viktor K Jirsa",
400,Physical exercise prevents suppression of hippocampal neurogenesis and reduces cognitive impairment in chemotherapy-treated rats.,"Gordon Winocur,J Martin Wojtowicz,Johnny Huang,Ian F Tannock",2013
401,Neuromagnetic beta and gamma oscillations in the somatosensory cortex after music training in healthy older adults and a chronic stroke patient.,"Shahab Jamali,Takako Fujioka,Bernhard Ross",2013
402,Automated classification of primary progressive aphasia subtypes from narrative speech transcripts.,"Kathleen C Fraser,Jed A Meltzer,Naida L Graham,Carol Leonard,Graeme Hirst,Sandra E Black,Elizabeth Rochon",2012
403,Nature and extent of person recognition impairments associated with Capgras syndrome in Lewy body dementia.,"Chris M Fiacconi,Victoria Barkley,Elizabeth C Finger,Nicole Carson,Devin Duke,R Shayna Rosenbaum,Asaf Gilboa,Stefan Köhler",2014
404,Testosterone trajectories and reference ranges in a large longitudinal sample of male adolescents.,"Ammar Khairullah,Laura Cousino Klein,Suzanne M Ingle,Margaret T May,Courtney A Whetzel,Elizabeth J Susman,Tomáš Paus",2014
405,Effects of bilingualism and aging on executive function and working memory.,"Ellen Bialystok,Gregory Poarch,Lin Luo,Fergus I M Craik",
406,DRD2/ANKK1 polymorphism modulates the effect of ventral striatal activation on working memory performance.,"Charlotte Nymberg,Tobias Banaschewski,Arun L W Bokde,Christian Büchel,Patricia Conrod,Herta Flor,Vincent Frouin,Hugh Garavan,P Gowland,Andreas Heinz,Bernd Ittermann,Karl Mann,Jean-Luc Martinot,Frauke Nees,Tomas Paus,Zdenka Pausova,Marcella Rietschel,Trevor W Robbins,Michael N Smolka,Andreas Ströhle,Gunter Schumann,Torkel Klingberg,IMAGEN consortium",2014
407,Comparing within-subject classification and regularization methods in fMRI for large and small sample sizes.,"Nathan W Churchill,Grigori Yourganov,Stephen C Strother",2014
408,White matter as a transport system.,"T Paus,M Pesaresi,L French",2014
409,Oxytocin receptor genotype modulates ventral striatal activity to social cues and response to stressful life events.,"Eva Loth,Jean-Baptiste Poline,Benjamin Thyreau,Tianye Jia,Chenyang Tao,Anbarasu Lourdusamy,David Stacey,Anna Cattrell,Sylvane Desrivières,Barbara Ruggeri,Virgile Fritsch,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Christian Büchel,Fabiana M Carvalho,Patricia J Conrod,Mira Fauth-Buehler,Herta Flor,Jürgen Gallinat,Hugh Garavan,Andreas Heinz,Ruediger Bruehl,Claire Lawrence,Karl Mann,Jean-Luc Martinot,Frauke Nees,Tomáš Paus,Zdenka Pausova,Luise Poustka,Marcella Rietschel,Michael Smolka,Maren Struve,Jianfeng Feng,Gunter Schumann,IMAGEN Consortium",2013
410,A model-based approach to limb apraxia in Alzheimer's disease.,"Vessela Stamenova,Eric A Roy,Sandra E Black",2013
411,Music as a mnemonic to learn gesture sequences in normal aging and Alzheimer's disease.,"Aline Moussard,Emmanuel Bigand,Sylvie Belleville,Isabelle Peretz",2014
412,Comparing telehealth-based and clinic-based group cognitive behavioral therapy for adults with depression and anxiety: a pilot study.,"Nasreen Khatri,Elsa Marziali,Illia Tchernikov,Nancy Shepherd",2014
413,Noise differentially impacts phoneme representations in the auditory and speech motor systems.,"Yi Du,Bradley R Buchsbaum,Cheryl L Grady,Claude Alain",2014
414,Early development of polyphonic sound encoding and the high voice superiority effect.,"Céline Marie,Laurel J Trainor",2014
415,Resting-state fMRI reveals functional connectivity between face-selective perirhinal cortex and the fusiform face area related to face inversion.,"Edward B O'Neil,R Matthew Hutchison,D Adam McLean,Stefan Köhler",2014
416,Neuropsychosocial profiles of current and future adolescent alcohol misusers.,"Robert Whelan,Richard Watts,Catherine A Orr,Robert R Althoff,Eric Artiges,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Christian Büchel,Fabiana M Carvalho,Patricia J Conrod,Herta Flor,Mira Fauth-Bühler,Vincent Frouin,Juergen Gallinat,Gabriela Gan,Penny Gowland,Andreas Heinz,Bernd Ittermann,Claire Lawrence,Karl Mann,Jean-Luc Martinot,Frauke Nees,Nick Ortiz,Marie-Laure Paillère-Martinot,Tomas Paus,Zdenka Pausova,Marcella Rietschel,Trevor W Robbins,Michael N Smolka,Andreas Ströhle,Gunter Schumann,Hugh Garavan,IMAGEN Consortium",2014
417,Auditory-prefrontal axonal connectivity in the macaque cortex: quantitative assessment of processing streams.,"Gleb Bezgin,Konrad Rybacki,A John van Opstal,Rembrandt Bakker,Kelly Shen,Vasily A Vakorin,Anthony R McIntosh,Rolf Kötter",2014
418,Pattern classification of fMRI data: applications for analysis of spatially distributed cortical networks.,"Grigori Yourganov,Tanya Schmah,Nathan W Churchill,Marc G Berman,Cheryl L Grady,Stephen C Strother",2014
419,Integrating neuroinformatics tools in TheVirtualBrain.,"M Marmaduke Woodman,Laurent Pezard,Lia Domide,Stuart A Knock,Paula Sanz-Leon,Jochen Mersmann,Anthony R McIntosh,Viktor Jirsa",2014
420,Machine learning patterns for neuroimaging-genetic studies in the cloud.,"Benoit Da Mota,Radu Tudoran,Alexandru Costan,Gaël Varoquaux,Goetz Brasche,Patricia Conrod,Herve Lemaitre,Tomas Paus,Marcella Rietschel,Vincent Frouin,Jean-Baptiste Poline,Gabriel Antoniu,Bertrand Thirion,IMAGEN Consortium",2014
421,Impact of task difficulty and motor ability on visual-motor task performance of children with and without developmental coordination disorder.,"Noémi Cantin,Jennifer Ryan,Helene J Polatajko",2014
422,Beat-induced fluctuations in auditory cortical beta-band activity: using EEG to measure age-related changes.,"Laura K Cirelli,Dan Bosnyak,Fiona C Manning,Christina Spinelli,Céline Marie,Takako Fujioka,Ayda Ghahremani,Laurel J Trainor",2014
423,A systematic review of type 2 diabetes mellitus and hypertension in imaging studies of cognitive aging: time to establish new norms.,"Liesel-Ann C Meusel,Nisha Kansal,Ekaterina Tchistiakova,William Yuen,Bradley J MacIntosh,Carol E Greenwood,Nicole D Anderson",2014
424,"Estimating volumes of the pituitary gland from T1-weighted magnetic-resonance images: effects of age, puberty, testosterone, and estradiol.","Angelita Pui-Yee Wong,Jon Pipitone,Min Tae M Park,Erin W Dickie,Gabriel Leonard,Michel Perron,Bruce G Pike,Louis Richer,Suzanne Veillette,M Mallar Chakravarty,Zdenka Pausova,Tomáš Paus",2014
425,Short-term retention of a single word relies on retrieval from long-term memory when both rehearsal and refreshing are disrupted.,"Nathan S Rose,Bradley R Buchsbaum,Fergus I M Craik",
426,Deletion variant in the ADRA2B gene increases coupling between emotional responses at encoding and later retrieval of emotional memories.,"R M Todd,D J Müller,D J Palombo,A Robertson,T Eaton,N Freeman,B Levine,A K Anderson",2013
427,Comparative analysis of the macroscale structural connectivity in the macaque and human brain.,"Alexandros Goulas,Matteo Bastiani,Gleb Bezgin,Harry B M Uylings,Alard Roebroeck,Peter Stiers",2014
428,Memory reactivation in healthy aging: evidence of stimulus-specific dedifferentiation.,"Marie St-Laurent,Hervé Abdi,Ashley Bondad,Bradley R Buchsbaum",
429,Positive association of video game playing with left frontal cortical thickness in adolescents.,"Simone Kühn,Robert Lorenz,Tobias Banaschewski,Gareth J Barker,Christian Büchel,Patricia J Conrod,Herta Flor,Hugh Garavan,Bernd Ittermann,Eva Loth,Karl Mann,Frauke Nees,Eric Artiges,Tomas Paus,Marcella Rietschel,Michael N Smolka,Andreas Ströhle,Bernadetta Walaszek,Gunter Schumann,Andreas Heinz,Jürgen Gallinat,IMAGEN Consortium",2014
430,Effects of bilingualism on the age of onset and progression of MCI and AD: evidence from executive function tests.,"Ellen Bialystok,Fergus I M Craik,Malcolm A Binns,Lynn Ossher,Morris Freedman",2013
431,Treating working memory deficits in schizophrenia: a review of the neurobiology.,"Tristram A Lett,Aristotle N Voineskos,James L Kennedy,Brian Levine,Zafiris J Daskalakis",2013
432,Pretreatment worry and neurocognitive responses in women with breast cancer.,"Marc G Berman,Mary K Askren,Misook Jung,Barbara Therrien,Scott Peltier,Douglas C Noll,Min Zhang,Lynn Ossher,Daniel F Hayes,Patricia A Reuter-Lorenz,Bernadine Cimprich",2013
433,Personality at Face Value: Facial Appearance Predicts Self and Other Personality Judgments among Strangers and Spouses.,"Raluca Petrican,Alexander Todorov,Cheryl Grady",
434,Broadly tuned face representation in older adults assessed by categorical perception.,"Yunjo Lee,Courtney R Smith,Cheryl L Grady,Nick Hoang,Morris Moscovitch",2014
435,Understanding variability in the BOLD signal and why it matters for aging.,"Cheryl L Grady,Douglas D Garrett",
436,The disruptive - and beneficial - effects of distraction on older adults' cognitive performance.,"Jennifer C Weeks,Lynn Hasher",2014
437,Is the auditory evoked P2 response a biomarker of learning?,"Kelly L Tremblay,Bernhard Ross,Kayo Inoue,Katrina McClannahan,Gregory Collet",2014
438,The disruptive effects of processing fluency on familiarity-based recognition in amnesia.,"Jason D Ozubko,Andrew P Yonelinas",2013
439,Levels and actions of progesterone and its metabolites in the nervous system during physiological and pathological conditions.,"Roberto Cosimo Melcangi,Silvia Giatti,Donato Calabrese,Marzia Pesaresi,Gaia Cermenati,Nico Mitro,Barbara Viviani,Luis Miguel Garcia-Segura,Donatella Caruso",2013
440,Turning down the noise: the benefit of musical training on the aging auditory brain.,"Claude Alain,Benjamin Rich Zendel,Stefanie Hutka,Gavin M Bidelman",2013
441,"Hormonal contraceptives, menstrual cycle and brain response to faces.","Klara Marecková,Jennifer S Perrin,Irum Nawaz Khan,Claire Lawrence,Erin Dickie,Doug A McQuiggan,Tomás Paus,IMAGEN Consortium",2012
442,The impact of multisensory integration deficits on speech perception in children with autism spectrum disorders.,"Ryan A Stevenson,Magali Segers,Susanne Ferber,Morgan D Barense,Mark T Wallace",2014
443,Case studies continue to illuminate the cognitive neuroscience of memory.,"R Shayna Rosenbaum,Asaf Gilboa,Morris Moscovitch",
444,Individuals with episodic amnesia are not stuck in time.,"Carl F Craver,Donna Kwan,Chloe Steindam,R Shayna Rosenbaum",2014
445,Early visual deprivation from congenital cataracts disrupts activity and functional connectivity in the face network.,"Cheryl L Grady,Catherine J Mondloch,Terri L Lewis,Daphne Maurer",2014
446,The perceptual richness of complex memory episodes is compromised by medial temporal lobe damage.,"Marie St-Laurent,Morris Moscovitch,Rachel Jadd,Mary Pat McAndrews",2014
447,Dynamic working memory performance in individuals with single-domain amnestic mild cognitive impairment.,"Emma B Guild,Brandon P Vasquez,Andrea M Maione,Linda Mah,Jon Ween,Nicole D Anderson",2014
448,Attention to memory: orienting attention to sound object representations.,"Kristina C Backer,Claude Alain",2013
449,No differences in hippocampal volume between carriers and non-carriers of the ApoE ε4 and ε2 alleles in young healthy adolescents.,"Wasim Khan,Vincent Giampietro,Cedric Ginestet,Flavio Dell'Acqua,David Bouls,Steven Newhouse,Richard Dobson,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Christian Büchel,Patricia Conrod,Herta Flor,Vincent Frouin,Hugh Garavan,Penny Gowland,Anreas Heinz,Bernd Ittermann,Hervé Lemaître,Frauke Nees,Tomas Paus,Zdenka Pausova,Marcella Rietschel,Michael N Smolka,Andreas Ströhle,Jean Gallinat,Eric Westman,Gunther Schumann,Simon Lovestone,Andrew Simmons,IMAGEN consortium",
450,Electrophysiological measures of attention during speech perception predict metalinguistic skills in children.,"Lori Astheimer,Monika Janus,Sylvain Moreno,Ellen Bialystok",2013
451,What is a memory schema? A historical perspective on current neuroscience literature.,"Vanessa E Ghosh,Asaf Gilboa",2013
452,How we forget may depend on how we remember.,"Talya Sadeh,Jason D Ozubko,Gordon Winocur,Morris Moscovitch",2013
453,Dynamic and static contributions of the cerebrovasculature to the resting-state BOLD signal.,"Sungho Tak,Danny J J Wang,Jonathan R Polimeni,Lirong Yan,J Jean Chen",2013
454,"Opioid receptor mu 1 gene, fat intake and obesity in adolescence.","A Haghighi,M G Melka,M Bernard,M Abrahamowicz,G T Leonard,L Richer,M Perron,S Veillette,C J Xu,C M T Greenwood,A Dias,A El-Sohemy,D Gaudet,T Paus,Z Pausova",2013
455,Clomipramine in the treatment of compulsive behavior in frontotemporal dementia: a case series.,"Julio C Furlan,Alexandre Henri-Bhargava,Morris Freedman",
456,Proficiency in positive vs. negative emotion identification and subjective well-being among long-term married elderly couples.,"Raluca Petrican,Morris Moscovitch,Cheryl Grady",2014
457,Inhibitory control in bilinguals and musicians: event related potential (ERP) evidence for experience-specific effects.,"Sylvain Moreno,Zofia Wodniecka,William Tays,Claude Alain,Ellen Bialystok",2014
458,VL: a further case of erroneous recollection.,"Fergus I M Craik,Morgan D Barense,Clare J Rathbone,Joan E Grusec,Donald T Stuss,Fuqiang Gao,Christopher J M Scott,Sandra E Black",2014
459,Randomized parcellation based inference.,"Benoit Da Mota,Virgile Fritsch,Gaël Varoquaux,Tobias Banaschewski,Gareth J Barker,Arun L W Bokde,Uli Bromberg,Patricia Conrod,Jürgen Gallinat,Hugh Garavan,Jean-Luc Martinot,Frauke Nees,Tomas Paus,Zdenka Pausova,Marcella Rietschel,Michael N Smolka,Andreas Ströhle,Vincent Frouin,Jean-Baptiste Poline,Bertrand Thirion,IMAGEN consortium",2013
460,White-matter microstructure and gray-matter volumes in adolescents with subthreshold bipolar symptoms.,"M-L Paillère Martinot,H Lemaitre,E Artiges,R Miranda,R Goodman,J Penttilä,M Struve,T Fadai,V Kappel,L Poustka,P Conrod,T Banaschewski,A Barbot,G J Barker,C Büchel,H Flor,J Gallinat,H Garavan,A Heinz,B Ittermann,C Lawrence,E Loth,K Mann,T Paus,Z Pausova,M Rietschel,T W Robbins,M N Smolka,G Schumann,J-L Martinot,IMAGEN consortium",2013
461,Neuroanatomical correlates of musical transposition in adolescents: a longitudinal approach.,"Mary Elizabeth Sutherland,Tomáš Paus,Robert J Zatorre",2013
462,Does aging affect recall more than recognition memory?,"Stacey L Danckert,Fergus I M Craik",2013
463,Age-related dedifferentiation and compensatory changes in the functional network underlying face processing.,"Hana Burianová,Yunjo Lee,Cheryl L Grady,Morris Moscovitch",2013
464,Same as it ever was: vividness modulates the similarities and differences between the neural networks that support retrieving remote and recent autobiographical memories.,"Signy Sheldon,Brian Levine",2013
465,Stimulus familiarity modulates functional connectivity of the perirhinal cortex and anterior hippocampus during visual discrimination of faces and objects.,"Victoria C McLelland,David Chan,Susanne Ferber,Morgan D Barense",2014
466,"Divided attention improves delayed, but not immediate retrieval of a consolidated memory.","Yoav Kessler,Susan Vandermorris,Nigel Gopie,Alexander Daros,Gordon Winocur,Morris Moscovitch",2014
467,"Learning, neural plasticity and sensitive periods: implications for language acquisition, music training and transfer across the lifespan.","Erin J White,Stefanie A Hutka,Lynne J Williams,Sylvain Moreno",2013
468,Differential contributions of executive and episodic memory functions to problem solving in younger and older adults.,"Susan Vandermorris,Signy Sheldon,Gordon Winocur,Morris Moscovitch",2013
469,Hippocampal and neocortical oscillatory contributions to visuospatial binding and comparison.,"Rosanna K Olsen,Renante Rondina,Lily Riggs,Jed A Meltzer,Jennifer D Ryan",2013
470,Autobiographical episodic memory in major depressive disorder.,"Hedvig Söderlund,Morris Moscovitch,Namita Kumar,Zafiris J Daskalakis,Alastair Flint,Nathan Herrmann,Brian Levine",
471,Using multivariate data reduction to predict postsurgery memory decline in patients with mesial temporal lobe epilepsy.,"Marie St-Laurent,Cornelia McCormick,Mélanie Cohn,Bratislav Mišić,Irene Giannoylis,Mary Pat McAndrews",2013
472,Evaluation of spatio-temporal decomposition techniques for group analysis of fMRI resting state data sets.,"Babak Afshin-Pour,Cheryl Grady,Stephen Strother",2013
473,Examining neural plasticity and cognitive benefit through the unique lens of musical training.,"Sylvain Moreno,Gavin M Bidelman",2013
474,Explaining the high voice superiority effect in polyphonic music: evidence from cortical evoked potentials and peripheral auditory models.,"Laurel J Trainor,Céline Marie,Ian C Bruce,Gavin M Bidelman",2013
475,Visceral fat is associated with lower executive functioning in adolescents.,"D H Schwartz,G Leonard,M Perron,L Richer,C Syme,S Veillette,Z Pausova,T Paus",2013
476,Occupation-based strategy training for adults with traumatic brain injury: a pilot study.,"Deirdre R Dawson,Malcolm A Binns,Anne Hunt,Carolyn Lemsky,Helene J Polatajko",2013
477,Volumetric analysis of medial temporal lobe subregions in developmental amnesia using high-resolution magnetic resonance imaging.,"Rosanna K Olsen,Daniela J Palombo,Jennifer S Rabin,Brian Levine,Jennifer D Ryan,R Shayna Rosenbaum",2013
478,"Constrained source space imaging: application to fast, region-based functional MRI.","Mark Chiew,Simon J Graham",2012
479,Delaying onset of dementia: are two languages enough?,"Morris Freedman,Suvarna Alladi,Howard Chertkow,Ellen Bialystok,Fergus I M Craik,Natalie A Phillips,Vasanta Duggirala,Surampudi Bapi Raju,Thomas H Bak",2014
480,Producing bilinguals through immersion education: Development of metalinguistic awareness.,"Ellen Bialystok,Kathleen F Peets,Sylvain Moreno",
481,Effects of age-related hearing loss and background noise on neuromagnetic activity from auditory cortex.,"Claude Alain,Anja Roye,Claire Salloum",2014
482,Communication efficiency and congestion of signal traffic in large-scale brain networks.,"Bratislav Mišić,Olaf Sporns,Anthony R McIntosh",2014
483,The relationship between delay period eye movements and visuospatial memory.,"Rosanna K Olsen,Mark Chiew,Bradley R Buchsbaum,Jennifer D Ryan",2014
484,Frequency of domain-specific cognitive impairment in sub-acute and chronic stroke.,"Laura E Middleton,Benjamin Lam,Halla Fahmi,Sandra E Black,William E McIlroy,Donald T Stuss,Cynthia Danells,Jon Ween,Gary R Turner",
485,Self-generated strategic behavior in an ecological shopping task.,"Carolina Bottari,Priscilla Lam Wai Shun,Guylaine Le Dorze,Nadia Gosselin,Deirdre Dawson",
486,Instrumental activities of daily living in remitted late-life depression: a preliminary study.,"Ming-Ching Wen,Melissa Hebscher,Shwu-Hua Lee",
487,Return to driving in the first 6 months of community integration after acquired brain injury.,"Jennifer Fleming,Jacki Liddle,Emily Nalder,Nicole Weir,Petrea Cornwell",
488,Developmental change in EEG theta activity in the medial prefrontal cortex during response control.,"Zhong-Xu Liu,Steven Woltering,Marc D Lewis",2013
489,Enhanced attention-dependent activity in the auditory cortex of older musicians.,"Benjamin Rich Zendel,Claude Alain",2013
490,Statistical analysis of fNIRS data: a comprehensive review.,"Sungho Tak,Jong Chul Ye",2013
491,Remembered study mode: support for the distinctiveness account of the production effect.,"Jason D Ozubko,Jennifer Major,Colin M MacLeod",2013
492,"Working memory training and transfer in older adults: effects of age, baseline performance, and training gains.","Katharina Zinke,Melanie Zeintl,Nathan S Rose,Julia Putzmann,Andrea Pydde,Matthias Kliegel",2013
493,Gabapentin withdrawal: case report in an older adult and review of the literature.,"Linda Mah,Michelle Hart",
494,"Complex cognitive functions underlie aesthetic emotions: comment on ""From everyday emotions to aesthetic emotions: towards a unified theory of musical emotions"" by Patrik N. Juslin.","Valorie N Salimpoor,Robert J Zatorre",2013
495,Long-term consequences of subarachnoid hemorrhage: examining working memory.,"Signy Sheldon,R Loch Macdonald,Michael Cusimano,Julian Spears,Tom A Schweizer",2013
496,The effects of high- and low-risk environments on cognitive function in rats following 2-vessel occlusion of the carotid arteries: a behavioral study.,"Gordon Winocur,Charlie Thompson,Antoine Hakim,Carol Greenwood",2013
497,ICA-based artifact correction improves spatial localization of adaptive spatial filters in MEG.,"Zainab Fatima,Maher A Quraan,Natasa Kovacevic,Anthony Randal McIntosh",2013
498,Brain signal variability as a window into the bidirectionality between music and language processing: moving from a linear to a nonlinear model.,"Stefanie Hutka,Gavin M Bidelman,Sylvain Moreno",2013
499,Clustering of the metabolic syndrome components in adolescence: role of visceral fat.,"Melkaye G Melka,Michal Abrahamowicz,Gabriel T Leonard,Michel Perron,Louis Richer,Suzanne Veillette,Daniel Gaudet,Tomáš Paus,Zdenka Pausova",2013
500,"Individual differences in working memory, secondary memory, and fluid intelligence: evidence from the levels-of-processing span task.",Nathan S Rose,
501,Plasticity in neuromagnetic cortical responses suggests enhanced auditory object representation.,"Bernhard Ross,Shahab Jamali,Kelly L Tremblay",2013
502,Age differences in the intrinsic functional connectivity of default network subsystems.,"Karen L Campbell,Omer Grigg,Cristina Saverino,Nathan Churchill,Cheryl L Grady",2013
503,The Linked Dual Representation model of vocal perception and production.,"Sean Hutchins,Sylvain Moreno",2013
504,Factors affecting graded and ungraded memory loss following hippocampal lesions.,"Gordon Winocur,Morris Moscovitch,Melanie J Sekeres",2013
505,Neural correlates of cognitive remediation in patients with mood disorders.,"Liesel-Ann C Meusel,Geoffrey B C Hall,Philip Fougere,Margaret C McKinnon,Glenda M MacQueen",2013
506,Relationship between diet quality and cognition depends on socioeconomic position in healthy older adults.,"Matthew D Parrott,Bryna Shatenstein,Guylaine Ferland,Hélène Payette,José A Morais,Sylvie Belleville,Marie-Jeanne Kergoat,Pierrette Gaudreau,Carol E Greenwood",2013
507,Hippocampal lateralization and memory in children and adults.,"Laura Hopf,Maher A Quraan,Michael J Cheung,Margot J Taylor,Jennifer D Ryan,Sandra N Moses",2013
508,How environment and genes shape the adolescent brain.,Tomáš Paus,2013
509,Abnormal network connectivity in frontotemporal dementia: evidence for prefrontal isolation.,"Norman A S Farb,Cheryl L Grady,Stephen Strother,David F Tang-Wai,Mario Masellis,Sandra Black,Morris Freedman,Bruce G Pollock,Karen L Campbell,Lynn Hasher,Tiffany W Chow",2012
510,Does skull shape mediate the relationship between objective features and subjective impressions about the face?,"Klára Marečková,M Mallar Chakravarty,Mei Huang,Claire Lawrence,Gabriel Leonard,Michel Perron,Bruce G Pike,Louis Richer,Suzanne Veillette,Zdenka Pausova,Tomáš Paus",2013
511,"Applications of EEG neuroimaging data: event-related potentials, spectral power, and multiscale entropy.","Jennifer J Heisz,Anthony R McIntosh",2013
512,Adaptive significance of right hemisphere activation in aphasic language comprehension.,"Jed A Meltzer,Suraji Wagage,Jennifer Ryder,Beth Solomon,Allen R Braun",2013
513,"Managing executive dysfunction following acquired brain injury and stroke using an ecologically valid rehabilitation approach: a study protocol for a randomized, controlled trial.","Deirdre R Dawson,Nicole D Anderson,Malcolm A Binns,Carolina Bottari,Thecla Damianakis,Anne Hunt,Helene J Polatajko,Merrick Zwarenstein",2013
514,Acute pharmacologically induced shifts in serotonin availability abolish emotion-selective responses to negative face emotions in distinct brain networks.,"Cheryl L Grady,Hartwig R Siebner,Bettina Hornboll,Julian Macoveanu,Olaf B Paulson,Gitte M Knudsen",2012
515,The role of consciousness in the phonological loop: hidden in plain sight.,Bradley R Buchsbaum,2013
516,KIBRA polymorphism is associated with individual differences in hippocampal subregions: evidence from anatomical segmentation using high-resolution MRI.,"Daniela J Palombo,Robert S C Amaral,Rosanna K Olsen,Daniel J Müller,Rebecca M Todd,Adam K Anderson,Brian Levine",
517,Somatotopic finger mapping using MEG: toward an optimal stimulation paradigm.,"Shahab Jamali,Bernhard Ross",2013
518,Quantified MRI and cognition in TBI with diffuse and focal damage(☆),"Brian Levine,Natasa Kovacevic,Elena Irina Nica,Michael L Schwartz,Fuqiang Gao,Sandra E Black",
519,Sound envelope encoding in the auditory cortex revealed by neuromagnetic responses in the theta to gamma frequency bands.,"Takahiro Miyazaki,Jessica Thompson,Takako Fujioka,Bernhard Ross",2013
520,Shape-specific activation of occipital cortex in an early blind echolocation expert.,"Stephen R Arnott,Lore Thaler,Jennifer L Milne,Daniel Kish,Melvyn A Goodale",2013
521,The influence of lifelong musicianship on neurophysiological measures of concurrent sound segregation.,"Benjamin Rich Zendel,Claude Alain",2012
522,Females scan more than males: a potential mechanism for sex differences in recognition memory.,"Jennifer J Heisz,Molly M Pottruff,David I Shore",2013
523,Synchronization of β and γ oscillations in the somatosensory evoked neuromagnetic steady-state response.,"Bernhard Ross,Shahab Jamali,Takahiro Miyazaki,Takako Fujioka",2012
524,Age-related differences in the sequential organization of speech sounds.,"Stefanie A Hutka,Claude Alain,Malcolm A Binns,Gavin M Bidelman",
525,Intact learning of new relations in amnesia as achieved through unitization.,"Jennifer D Ryan,Sandra N Moses,Morgan Barense,R Shayna Rosenbaum",
526,Emotions: form follows function.,"Norman A S Farb,Hanah A Chapman,Adam K Anderson",2013
527,The survey of autobiographical memory (SAM): a novel measure of trait mnemonics in everyday life.,"Daniela J Palombo,Lynne J Williams,Hervé Abdi,Brian Levine",2012
528,Breastfeeding and brain structure in adolescence.,"Salomi Kafouri,Michael Kramer,Gabriel Leonard,Michel Perron,Bruce Pike,Louis Richer,Roberto Toro,Suzanne Veillette,Zdenka Pausova,Tomás Paus",2012
529,Medial temporal lobe amnesia impairs performance on a free association task.,"Signy Sheldon,Kristoffer Romero,Morris Moscovitch",2013
530,Hippocampal lesions produce both nongraded and temporally graded retrograde amnesia in the same rat.,"Gordon Winocur,Melanie J Sekeres,Malcolm A Binns,Morris Moscovitch",2013
531,Left-invariant metrics for diffeomorphic image registration with spatially-varying regularisation.,"Tanya Schmah,Laurent Risser,François-Xavier Vialard",
